final,initial,genes,values,initial_label,final_label
377239071,377247798,SOCS1,0,M2b*,M1
377239071,377247798,STAT3_IL10,1,M2b*,M1
377239071,377362742,STAT5,0,M2b*,M1
377239071,377247798,STAT5,0,M2b*,M1
377239071,377231414,IL1B_e,0,M2,M1
377239071,377379126,SOCS1,0,M2b,M1
377239071,377362486,IL1B_e,0,M2b*,M1
377239071,377362486,GMCSF_e,0,M2b*,M1
377239071,377247798,GMCSF_e,0,M2b*,M1
377239071,377362486,STAT5,0,M2b*,M1
377239071,377379126,FCGR,0,M2b,M1
377239071,377379126,IC_e,0,M2b,M1
377239071,377231414,FCGR,0,M2,M1
377239071,377379126,IL1B_e,0,M2b,M1
377239071,377362486,FCGR,0,M2b*,M1
377239071,377378870,IL1B_e,0,M2b*,M1
377239071,377378870,SOCS1,0,M2b*,M1
377239071,377378870,STAT3_IL10,1,M2b*,M1
377239071,377379126,GMCSF_e,0,M2b,M1
377239071,377248054,FCGR,0,M2b*,M1
377239071,377362486,SOCS1,0,M2b*,M1
377241110,377239071,STAT1,0,M1,M2
377241110,377239071,IFNG_e,0,M1,M2
377246015,377378870,STAT1,1,M2b*,M1*
377246015,377362742,STAT1,1,M2b*,M1*
377246015,377248054,STAT1,1,M2b*,M1*
377248054,377246015,IFNG_e,0,M1*,M2b*
377248054,377360703,IFNG_e,0,M1*,M2b*
377248054,377376831,IFNG_e,0,M1*,M2b*
377248054,377376831,STAT1,0,M1*,M2b*
377248054,377360703,STAT1,0,M1*,M2b*
377248054,377246015,STAT1,0,M1*,M2b*
377377087,377379126,STAT1,1,M2b,M1
377379126,377377087,IFNG_e,0,M1,M2b
377379126,377377087,STAT1,0,M1,M2b
383520827,383522866,STAT1,1,M2,M1
383521083,383523122,STAT1,1,M2b*,M1*
383521083,383539250,STAT1,1,M2b*,M1*
383521083,383653938,STAT1,1,M2b*,M1*
383522866,383520827,STAT1,0,M1,M2
383522866,383520827,IFNG_e,0,M1,M2
383523122,383651899,STAT1,0,M1*,M2b*
383523122,383651899,IFNG_e,0,M1*,M2b*
383523122,383537211,STAT1,0,M1*,M2b*
383523122,383521083,IFNG_e,0,M1*,M2b*
383523122,383521083,STAT1,0,M1*,M2b*
383523122,383537211,IFNG_e,0,M1*,M2b*
383530523,383654194,IC_e,0,M2b*,M1
383530523,383654194,GMCSF_e,0,M2b*,M1
383530523,383523122,STAT3_IL10,1,M2b*,M1
383530523,383654194,FCGR,0,M2b*,M1
383530523,383654194,SOCS1,0,M2b*,M1
383530523,383539506,STAT5,0,M2b*,M1
383530523,383532562,STAT1,1,M2,M1
383530523,383523122,GMCSF_e,0,M2b*,M1
383530523,383523122,LPS_e,0,M2b*,M1
383530523,383670322,FCGR,0,M2b*,M1
383530523,383670322,GMCSF_e,0,M2b*,M1
383530523,383670322,IC_e,0,M2b*,M1
383530523,383654194,LPS_e,0,M2b*,M1
383530523,383539506,IC_e,0,M2b*,M1
383530523,383670578,STAT5,0,M2b,M1
383530523,383539506,SOCS1,0,M2b*,M1
383530523,383522866,STAT5,0,M2,M1
383530523,383532562,SOCS1,0,M2,M1
383530523,383523122,IC_e,0,M2b*,M1
383530523,383523122,STAT5,0,M2b*,M1
383530523,383539250,IC_e,0,M2b*,M1
383530523,383522866,IC_e,0,M2,M1
383530523,383523122,FCGR,0,M2b*,M1
383530523,383522866,SOCS1,0,M2,M1
383530523,383539250,FCGR,0,M2b*,M1
383530523,383539250,LPS_e,0,M2b*,M1
383530523,383670578,STAT3_IL10,1,M2b,M1
383530523,383522866,STAT3_IL10,1,M2,M1
383530523,383532560,SOCS1,0,M2,M1
383530523,383653938,IC_e,0,M2b*,M1
383530523,383653938,LPS_e,0,M2b*,M1
383530523,383539506,GMCSF_e,0,M2b*,M1
383530523,383670322,STAT5,0,M2b*,M1
383530523,383654194,STAT3_IL10,1,M2b*,M1
383530523,383539506,LPS_e,0,M2b*,M1
383530523,383522866,GMCSF_e,0,M2,M1
383530523,383539506,STAT3_IL10,1,M2b*,M1
383530523,383532560,IL4_e,0,M2,M1
383530523,383532560,STAT6,0,M2,M1
383530523,383523122,SOCS1,0,M2b*,M1
383530523,383653938,STAT3_IL10,1,M2b*,M1
383530523,383539250,STAT3_IL10,1,M2b*,M1
383530523,383654194,STAT5,0,M2b*,M1
383530523,383539250,STAT5,0,M2b*,M1
383530523,383522866,LPS_e,0,M2,M1
383530523,383670578,SOCS1,0,M2b,M1
383530523,383670578,LPS_e,0,M2b,M1
383530523,383653938,STAT5,0,M2b*,M1
383530523,383539250,SOCS1,0,M2b*,M1
383530523,383670578,FCGR,0,M2b,M1
383530523,383670578,IC_e,0,M2b,M1
383530523,383522866,FCGR,0,M2,M1
383530523,383653938,GMCSF_e,0,M2b*,M1
383530523,383653938,FCGR,0,M2b*,M1
383530523,383670578,GMCSF_e,0,M2b,M1
383530523,383670322,LPS_e,0,M2b*,M1
383530523,383670322,STAT3_IL10,1,M2b*,M1
383530523,383539506,FCGR,0,M2b*,M1
383530523,383539250,GMCSF_e,0,M2b*,M1
383530523,383653938,SOCS1,0,M2b*,M1
383530523,383670322,SOCS1,0,M2b*,M1
383532562,383530523,STAT1,0,M1,M2
383532562,383530523,IFNG_e,0,M1,M2
383537467,383670322,STAT1,1,M2b*,M1*
383537467,383654194,STAT1,1,M2b*,M1*
383537467,383539506,STAT1,1,M2b*,M1*
383539506,383537467,IFNG_e,0,M1*,M2b*
383539506,383652155,IFNG_e,0,M1*,M2b*
383539506,383668283,IFNG_e,0,M1*,M2b*
383539506,383668283,STAT1,0,M1*,M2b*
383539506,383652155,STAT1,0,M1*,M2b*
383539506,383537467,STAT1,0,M1*,M2b*
383668539,383670578,STAT1,1,M2b,M1
383670578,383668539,IFNG_e,0,M1,M2b
383670578,383668539,STAT1,0,M1,M2b
385617983,385620022,STAT1,1,M2,M1
385618239,385636406,STAT1,1,M2b*,M1*
385618239,385620278,STAT1,1,M2b*,M1*
385618239,385751094,STAT1,1,M2b*,M1*
385620022,385617983,STAT1,0,M1,M2
385620022,385617983,IFNG_e,0,M1,M2
385620278,385749055,STAT1,0,M1*,M2b*
385620278,385749055,IFNG_e,0,M1*,M2b*
385620278,385634367,STAT1,0,M1*,M2b*
385620278,385618239,IFNG_e,0,M1*,M2b*
385620278,385618239,STAT1,0,M1*,M2b*
385620278,385634367,IFNG_e,0,M1*,M2b*
385627679,385636662,STAT5,0,M2b*,M1
385627679,385751350,IC_e,0,M2b*,M1
385627679,385620278,IC_e,0,M2b*,M1
385627679,385751350,FCGR,0,M2b*,M1
385627679,385751350,GMCSF_e,0,M2b*,M1
385627679,385620278,SOCS1,0,M2b*,M1
385627679,385620022,STAT5,0,M2,M1
385627679,385620278,STAT5,0,M2b*,M1
385627679,385629718,SOCS1,0,M2,M1
385627679,385629718,STAT1,1,M2,M1
385627679,385636662,IC_e,0,M2b*,M1
385627679,385751350,STAT3_IL10,1,M2b*,M1
385627679,385620022,SOCS1,0,M2,M1
385627679,385620278,GMCSF_e,0,M2b*,M1
385627679,385751350,SOCS1,0,M2b*,M1
385627679,385767734,STAT5,0,M2b,M1
385627679,385636662,STAT3_IL10,1,M2b*,M1
385627679,385767478,FCGR,0,M2b*,M1
385627679,385767478,GMCSF_e,0,M2b*,M1
385627679,385767478,IC_e,0,M2b*,M1
385627679,385636406,GMCSF_e,0,M2b*,M1
385627679,385636662,GMCSF_e,0,M2b*,M1
385627679,385620022,GMCSF_e,0,M2,M1
385627679,385620022,STAT3_IL10,1,M2,M1
385627679,385620278,STAT3_IL10,1,M2b*,M1
385627679,385636406,FCGR,0,M2b*,M1
385627679,385620022,FCGR,0,M2,M1
385627679,385767734,SOCS1,0,M2b,M1
385627679,385620278,FCGR,0,M2b*,M1
385627679,385636406,IC_e,0,M2b*,M1
385627679,385751094,STAT3_IL10,1,M2b*,M1
385627679,385636662,SOCS1,0,M2b*,M1
385627679,385636406,STAT5,0,M2b*,M1
385627679,385629716,STAT6,0,M2,M1
385627679,385629716,IL4_e,0,M2,M1
385627679,385751094,SOCS1,0,M2b*,M1
385627679,385751094,STAT5,0,M2b*,M1
385627679,385751350,STAT5,0,M2b*,M1
385627679,385767734,IC_e,0,M2b,M1
385627679,385767734,STAT3_IL10,1,M2b,M1
385627679,385629716,SOCS1,0,M2,M1
385627679,385620022,IC_e,0,M2,M1
385627679,385751094,IC_e,0,M2b*,M1
385627679,385751094,GMCSF_e,0,M2b*,M1
385627679,385636406,SOCS1,0,M2b*,M1
385627679,385636406,STAT3_IL10,1,M2b*,M1
385627679,385767734,GMCSF_e,0,M2b,M1
385627679,385767478,STAT3_IL10,1,M2b*,M1
385627679,385636662,FCGR,0,M2b*,M1
385627679,385767478,SOCS1,0,M2b*,M1
385627679,385767478,STAT5,0,M2b*,M1
385627679,385751094,FCGR,0,M2b*,M1
385627679,385767734,FCGR,0,M2b,M1
385629718,385627679,IFNG_e,0,M1,M2
385629718,385627679,STAT1,0,M1,M2
385634623,385636662,STAT1,1,M2b*,M1*
385634623,385767478,STAT1,1,M2b*,M1*
385634623,385751350,STAT1,1,M2b*,M1*
385636662,385634623,IFNG_e,0,M1*,M2b*
385636662,385749311,IFNG_e,0,M1*,M2b*
385636662,385765439,IFNG_e,0,M1*,M2b*
385636662,385765439,STAT1,0,M1*,M2b*
385636662,385749311,STAT1,0,M1*,M2b*
385636662,385634623,STAT1,0,M1*,M2b*
385765695,385767734,STAT1,1,M2b,M1
385767734,385765695,IFNG_e,0,M1,M2b
385767734,385765695,STAT1,0,M1,M2b
394006591,394008630,STAT1,1,M2,M1
394006847,394008886,STAT1,1,M2b*,M1*
394006847,394025014,STAT1,1,M2b*,M1*
394006847,394139702,STAT1,1,M2b*,M1*
394008630,394006591,STAT1,0,M1,M2
394008630,394006591,IFNG_e,0,M1,M2
394008886,394137663,STAT1,0,M1*,M2b*
394008886,394137663,IFNG_e,0,M1*,M2b*
394008886,394022975,STAT1,0,M1*,M2b*
394008886,394006847,IFNG_e,0,M1*,M2b*
394008886,394006847,STAT1,0,M1*,M2b*
394008886,394022975,IFNG_e,0,M1*,M2b*
394016287,394139958,GMCSF_e,0,M2b*,M1
394016287,394139958,IC_e,0,M2b*,M1
394016287,394008886,SOCS1,0,M2b*,M1
394016287,394139958,FCGR,0,M2b*,M1
394016287,394018326,STAT1,1,M2,M1
394016287,394139958,SOCS1,0,M2b*,M1
394016287,394025270,STAT5,0,M2b*,M1
394016287,394018326,SOCS1,0,M2,M1
394016287,394008886,IL1B_e,0,M2b*,M1
394016287,394008886,GMCSF_e,0,M2b*,M1
394016287,394156086,FCGR,0,M2b*,M1
394016287,394156086,GMCSF_e,0,M2b*,M1
394016287,394156086,IC_e,0,M2b*,M1
394016287,394139958,IL1B_e,0,M2b*,M1
394016287,394025270,IC_e,0,M2b*,M1
394016287,394156086,STAT5,0,M2b*,M1
394016287,394156342,STAT5,0,M2b,M1
394016287,394025270,SOCS1,0,M2b*,M1
394016287,394008630,STAT5,0,M2,M1
394016287,394008886,IC_e,0,M2b*,M1
394016287,394008886,STAT3_IL10,1,M2b*,M1
394016287,394008886,STAT5,0,M2b*,M1
394016287,394025014,IC_e,0,M2b*,M1
394016287,394008630,IC_e,0,M2,M1
394016287,394008886,FCGR,0,M2b*,M1
394016287,394008630,SOCS1,0,M2,M1
394016287,394025014,FCGR,0,M2b*,M1
394016287,394025014,IL1B_e,0,M2b*,M1
394016287,394156342,STAT3_IL10,1,M2b,M1
394016287,394008630,STAT3_IL10,1,M2,M1
394016287,394139702,IC_e,0,M2b*,M1
394016287,394025270,GMCSF_e,0,M2b*,M1
394016287,394139958,STAT3_IL10,1,M2b*,M1
394016287,394025270,IL1B_e,0,M2b*,M1
394016287,394008630,GMCSF_e,0,M2,M1
394016287,394025270,STAT3_IL10,1,M2b*,M1
394016287,394018324,IL4_e,0,M2,M1
394016287,394018324,SOCS1,0,M2,M1
394016287,394018324,STAT6,0,M2,M1
394016287,394139702,STAT3_IL10,1,M2b*,M1
394016287,394025014,SOCS1,0,M2b*,M1
394016287,394025014,STAT3_IL10,1,M2b*,M1
394016287,394139958,STAT5,0,M2b*,M1
394016287,394025014,STAT5,0,M2b*,M1
394016287,394008630,IL1B_e,0,M2,M1
394016287,394156342,SOCS1,0,M2b,M1
394016287,394139702,IL1B_e,0,M2b*,M1
394016287,394139702,GMCSF_e,0,M2b*,M1
394016287,394025014,GMCSF_e,0,M2b*,M1
394016287,394139702,STAT5,0,M2b*,M1
394016287,394156342,FCGR,0,M2b,M1
394016287,394156342,IC_e,0,M2b,M1
394016287,394008630,FCGR,0,M2,M1
394016287,394156342,IL1B_e,0,M2b,M1
394016287,394139702,FCGR,0,M2b*,M1
394016287,394156086,IL1B_e,0,M2b*,M1
394016287,394156086,SOCS1,0,M2b*,M1
394016287,394156086,STAT3_IL10,1,M2b*,M1
394016287,394156342,GMCSF_e,0,M2b,M1
394016287,394025270,FCGR,0,M2b*,M1
394016287,394139702,SOCS1,0,M2b*,M1
394018326,394016287,STAT1,0,M1,M2
394018326,394016287,IFNG_e,0,M1,M2
394023231,394156086,STAT1,1,M2b*,M1*
394023231,394139958,STAT1,1,M2b*,M1*
394023231,394025270,STAT1,1,M2b*,M1*
394025270,394023231,IFNG_e,0,M1*,M2b*
394025270,394137919,IFNG_e,0,M1*,M2b*
394025270,394154047,IFNG_e,0,M1*,M2b*
394025270,394154047,STAT1,0,M1*,M2b*
394025270,394137919,STAT1,0,M1*,M2b*
394025270,394023231,STAT1,0,M1*,M2b*
394154303,394156342,STAT1,1,M2b,M1
394156342,394154303,IFNG_e,0,M1,M2b
394156342,394154303,STAT1,0,M1,M2b
400298043,400300082,STAT1,1,M2,M1
400298299,400300338,STAT1,1,M2b*,M1*
400298299,400316466,STAT1,1,M2b*,M1*
400298299,400431154,STAT1,1,M2b*,M1*
400300082,400298043,STAT1,0,M1,M2
400300082,400298043,IFNG_e,0,M1,M2
400300338,400429115,STAT1,0,M1*,M2b*
400300338,400429115,IFNG_e,0,M1*,M2b*
400300338,400314427,STAT1,0,M1*,M2b*
400300338,400298299,IFNG_e,0,M1*,M2b*
400300338,400298299,STAT1,0,M1*,M2b*
400300338,400314427,IFNG_e,0,M1*,M2b*
400307739,400431410,IC_e,0,M2b*,M1
400307739,400431410,GMCSF_e,0,M2b*,M1
400307739,400300338,STAT3_IL10,1,M2b*,M1
400307739,400431410,FCGR,0,M2b*,M1
400307739,400431410,SOCS1,0,M2b*,M1
400307739,400316722,STAT5,0,M2b*,M1
400307739,400309778,STAT1,1,M2,M1
400307739,400300338,GMCSF_e,0,M2b*,M1
400307739,400300338,LPS_e,0,M2b*,M1
400307739,400447538,FCGR,0,M2b*,M1
400307739,400447538,GMCSF_e,0,M2b*,M1
400307739,400447538,IC_e,0,M2b*,M1
400307739,400431410,LPS_e,0,M2b*,M1
400307739,400316722,IC_e,0,M2b*,M1
400307739,400447794,STAT5,0,M2b,M1
400307739,400316722,SOCS1,0,M2b*,M1
400307739,400300082,STAT5,0,M2,M1
400307739,400309778,SOCS1,0,M2,M1
400307739,400300338,IC_e,0,M2b*,M1
400307739,400300338,STAT5,0,M2b*,M1
400307739,400316466,IC_e,0,M2b*,M1
400307739,400300082,IC_e,0,M2,M1
400307739,400300338,FCGR,0,M2b*,M1
400307739,400300082,SOCS1,0,M2,M1
400307739,400316466,FCGR,0,M2b*,M1
400307739,400316466,LPS_e,0,M2b*,M1
400307739,400447794,STAT3_IL10,1,M2b,M1
400307739,400300082,STAT3_IL10,1,M2,M1
400307739,400309776,SOCS1,0,M2,M1
400307739,400431154,IC_e,0,M2b*,M1
400307739,400431154,LPS_e,0,M2b*,M1
400307739,400316722,GMCSF_e,0,M2b*,M1
400307739,400447538,STAT5,0,M2b*,M1
400307739,400431410,STAT3_IL10,1,M2b*,M1
400307739,400316722,LPS_e,0,M2b*,M1
400307739,400300082,GMCSF_e,0,M2,M1
400307739,400316722,STAT3_IL10,1,M2b*,M1
400307739,400309776,IL4_e,0,M2,M1
400307739,400309776,STAT6,0,M2,M1
400307739,400300338,SOCS1,0,M2b*,M1
400307739,400431154,STAT3_IL10,1,M2b*,M1
400307739,400316466,STAT3_IL10,1,M2b*,M1
400307739,400431410,STAT5,0,M2b*,M1
400307739,400316466,STAT5,0,M2b*,M1
400307739,400300082,LPS_e,0,M2,M1
400307739,400447794,SOCS1,0,M2b,M1
400307739,400447794,LPS_e,0,M2b,M1
400307739,400431154,STAT5,0,M2b*,M1
400307739,400316466,SOCS1,0,M2b*,M1
400307739,400447794,FCGR,0,M2b,M1
400307739,400447794,IC_e,0,M2b,M1
400307739,400300082,FCGR,0,M2,M1
400307739,400431154,GMCSF_e,0,M2b*,M1
400307739,400431154,FCGR,0,M2b*,M1
400307739,400447794,GMCSF_e,0,M2b,M1
400307739,400447538,LPS_e,0,M2b*,M1
400307739,400447538,STAT3_IL10,1,M2b*,M1
400307739,400316722,FCGR,0,M2b*,M1
400307739,400316466,GMCSF_e,0,M2b*,M1
400307739,400431154,SOCS1,0,M2b*,M1
400307739,400447538,SOCS1,0,M2b*,M1
400309778,400307739,STAT1,0,M1,M2
400309778,400307739,IFNG_e,0,M1,M2
400314683,400447538,STAT1,1,M2b*,M1*
400314683,400431410,STAT1,1,M2b*,M1*
400314683,400316722,STAT1,1,M2b*,M1*
400316722,400314683,IFNG_e,0,M1*,M2b*
400316722,400429371,IFNG_e,0,M1*,M2b*
400316722,400445499,IFNG_e,0,M1*,M2b*
400316722,400445499,STAT1,0,M1*,M2b*
400316722,400429371,STAT1,0,M1*,M2b*
400316722,400314683,STAT1,0,M1*,M2b*
400445755,400447794,STAT1,1,M2b,M1
400447794,400445755,IFNG_e,0,M1,M2b
400447794,400445755,STAT1,0,M1,M2b
402395199,402397238,STAT1,1,M2,M1
402395455,402413622,STAT1,1,M2b*,M1*
402395455,402397494,STAT1,1,M2b*,M1*
402395455,402528310,STAT1,1,M2b*,M1*
402397238,402395199,STAT1,0,M1,M2
402397238,402395199,IFNG_e,0,M1,M2
402397494,402526271,STAT1,0,M1*,M2b*
402397494,402526271,IFNG_e,0,M1*,M2b*
402397494,402411583,STAT1,0,M1*,M2b*
402397494,402395455,IFNG_e,0,M1*,M2b*
402397494,402395455,STAT1,0,M1*,M2b*
402397494,402411583,IFNG_e,0,M1*,M2b*
402404895,402413878,STAT5,0,M2b*,M1
402404895,402528566,IC_e,0,M2b*,M1
402404895,402397494,IC_e,0,M2b*,M1
402404895,402528566,FCGR,0,M2b*,M1
402404895,402528566,GMCSF_e,0,M2b*,M1
402404895,402397494,SOCS1,0,M2b*,M1
402404895,402397238,STAT5,0,M2,M1
402404895,402397494,STAT5,0,M2b*,M1
402404895,402406934,SOCS1,0,M2,M1
402404895,402406934,STAT1,1,M2,M1
402404895,402413878,IC_e,0,M2b*,M1
402404895,402528566,STAT3_IL10,1,M2b*,M1
402404895,402397238,SOCS1,0,M2,M1
402404895,402397494,GMCSF_e,0,M2b*,M1
402404895,402528566,SOCS1,0,M2b*,M1
402404895,402544950,STAT5,0,M2b,M1
402404895,402413878,STAT3_IL10,1,M2b*,M1
402404895,402544694,FCGR,0,M2b*,M1
402404895,402544694,GMCSF_e,0,M2b*,M1
402404895,402544694,IC_e,0,M2b*,M1
402404895,402413622,GMCSF_e,0,M2b*,M1
402404895,402413878,GMCSF_e,0,M2b*,M1
402404895,402397238,GMCSF_e,0,M2,M1
402404895,402397238,STAT3_IL10,1,M2,M1
402404895,402397494,STAT3_IL10,1,M2b*,M1
402404895,402413622,FCGR,0,M2b*,M1
402404895,402397238,FCGR,0,M2,M1
402404895,402544950,SOCS1,0,M2b,M1
402404895,402397494,FCGR,0,M2b*,M1
402404895,402413622,IC_e,0,M2b*,M1
402404895,402528310,STAT3_IL10,1,M2b*,M1
402404895,402413878,SOCS1,0,M2b*,M1
402404895,402413622,STAT5,0,M2b*,M1
402404895,402406932,STAT6,0,M2,M1
402404895,402406932,IL4_e,0,M2,M1
402404895,402528310,SOCS1,0,M2b*,M1
402404895,402528310,STAT5,0,M2b*,M1
402404895,402528566,STAT5,0,M2b*,M1
402404895,402544950,IC_e,0,M2b,M1
402404895,402544950,STAT3_IL10,1,M2b,M1
402404895,402406932,SOCS1,0,M2,M1
402404895,402397238,IC_e,0,M2,M1
402404895,402528310,IC_e,0,M2b*,M1
402404895,402528310,GMCSF_e,0,M2b*,M1
402404895,402413622,SOCS1,0,M2b*,M1
402404895,402413622,STAT3_IL10,1,M2b*,M1
402404895,402544950,GMCSF_e,0,M2b,M1
402404895,402544694,STAT3_IL10,1,M2b*,M1
402404895,402413878,FCGR,0,M2b*,M1
402404895,402544694,SOCS1,0,M2b*,M1
402404895,402544694,STAT5,0,M2b*,M1
402404895,402528310,FCGR,0,M2b*,M1
402404895,402544950,FCGR,0,M2b,M1
402406934,402404895,IFNG_e,0,M1,M2
402406934,402404895,STAT1,0,M1,M2
402411839,402413878,STAT1,1,M2b*,M1*
402411839,402544694,STAT1,1,M2b*,M1*
402411839,402528566,STAT1,1,M2b*,M1*
402413878,402411839,IFNG_e,0,M1*,M2b*
402413878,402526527,IFNG_e,0,M1*,M2b*
402413878,402542655,IFNG_e,0,M1*,M2b*
402413878,402542655,STAT1,0,M1*,M2b*
402413878,402526527,STAT1,0,M1*,M2b*
402413878,402411839,STAT1,0,M1*,M2b*
402542911,402544950,STAT1,1,M2b,M1
402544950,402542911,IFNG_e,0,M1,M2b
402544950,402542911,STAT1,0,M1,M2b
410785846,410849343,IFNG_e,0,M1,M2b*
410785846,410849343,STAT1,0,M1,M2b*
410849343,410802230,GMCSF_e,0,M2b*,M1
410849343,410802230,FCGR,0,M2b*,M1
410849343,410916918,IL1B_e,0,M2b*,M1
410849343,410916918,STAT5,0,M2b*,M1
410849343,410802230,IL1B_e,0,M2b*,M1
410849343,410916918,SOCS1,0,M2b*,M1
410849343,410916918,STAT1,1,M2b*,M1
410849343,410868022,FCGR,0,M2b*,M1
410849343,410868022,GMCSF_e,0,M2b*,M1
410849343,410999094,FCGR,0,M2b*,M1
410849343,410999094,GMCSF_e,0,M2b*,M1
410849343,410868022,STAT1,1,M2b*,M1
410849343,410868022,STAT3_IL10,1,M2b*,M1
410849343,410868022,STAT5,0,M2b*,M1
410849343,410802230,IC_e,0,M2b*,M1
410849343,410933302,IC_e,0,M2b*,M1
410849343,410802230,SOCS1,0,M2b*,M1
410849343,410802230,STAT1,1,M2b*,M1
410849343,410999094,IC_e,0,M2b*,M1
410849343,410999094,IL1B_e,0,M2b*,M1
410849343,410999094,STAT1,1,M2b*,M1
410849343,410868022,IC_e,0,M2b*,M1
410849343,410868022,IL1B_e,0,M2b*,M1
410849343,410916918,IC_e,0,M2b*,M1
410849343,410933302,FCGR,0,M2b*,M1
410849343,410982710,GMCSF_e,0,M2b*,M1
410849343,410933302,IL1B_e,0,M2b*,M1
410849343,410933302,SOCS1,0,M2b*,M1
410849343,410802230,STAT5,0,M2b*,M1
410849343,410851638,SOCS1,0,M2b*,M1
410849343,410851638,STAT1,1,M2b*,M1
410849343,410851638,STAT3_IL10,1,M2b*,M1
410849343,410851638,STAT5,0,M2b*,M1
410849343,410785846,GMCSF_e,0,M2b*,M1
410849343,410982710,IC_e,0,M2b*,M1
410849343,410999094,STAT3_IL10,1,M2b*,M1
410849343,410785846,SOCS1,0,M2b*,M1
410849343,410785846,STAT1,1,M2b*,M1
410849343,410785846,STAT5,0,M2b*,M1
410849343,410982710,STAT3_IL10,1,M2b*,M1
410849343,410982710,STAT5,0,M2b*,M1
410849343,410851638,GMCSF_e,0,M2b*,M1
410849343,410933302,STAT1,1,M2b*,M1
410849343,410982710,IL1B_e,0,M2b*,M1
410849343,410982710,SOCS1,0,M2b*,M1
410849343,410982710,STAT1,1,M2b*,M1
417077298,417140795,IFNG_e,0,M1,M2b*
417077298,417140795,STAT1,0,M1,M2b*
417140795,417093682,GMCSF_e,0,M2b*,M1
417140795,417093682,FCGR,0,M2b*,M1
417140795,417208370,LPS_e,0,M2b*,M1
417140795,417208370,STAT5,0,M2b*,M1
417140795,417093682,LPS_e,0,M2b*,M1
417140795,417208370,SOCS1,0,M2b*,M1
417140795,417208370,STAT1,1,M2b*,M1
417140795,417159474,FCGR,0,M2b*,M1
417140795,417159474,GMCSF_e,0,M2b*,M1
417140795,417290546,FCGR,0,M2b*,M1
417140795,417290546,GMCSF_e,0,M2b*,M1
417140795,417159474,STAT1,1,M2b*,M1
417140795,417159474,STAT3_IL10,1,M2b*,M1
417140795,417159474,STAT5,0,M2b*,M1
417140795,417093682,IC_e,0,M2b*,M1
417140795,417224754,IC_e,0,M2b*,M1
417140795,417093682,SOCS1,0,M2b*,M1
417140795,417093682,STAT1,1,M2b*,M1
417140795,417290546,IC_e,0,M2b*,M1
417140795,417290546,LPS_e,0,M2b*,M1
417140795,417290546,STAT1,1,M2b*,M1
417140795,417159474,IC_e,0,M2b*,M1
417140795,417159474,LPS_e,0,M2b*,M1
417140795,417208370,IC_e,0,M2b*,M1
417140795,417224754,FCGR,0,M2b*,M1
417140795,417274162,GMCSF_e,0,M2b*,M1
417140795,417224754,LPS_e,0,M2b*,M1
417140795,417224754,SOCS1,0,M2b*,M1
417140795,417093682,STAT5,0,M2b*,M1
417140795,417143090,SOCS1,0,M2b*,M1
417140795,417143090,STAT1,1,M2b*,M1
417140795,417143090,STAT3_IL10,1,M2b*,M1
417140795,417143090,STAT5,0,M2b*,M1
417140795,417077298,GMCSF_e,0,M2b*,M1
417140795,417274162,IC_e,0,M2b*,M1
417140795,417290546,STAT3_IL10,1,M2b*,M1
417140795,417077298,SOCS1,0,M2b*,M1
417140795,417077298,STAT1,1,M2b*,M1
417140795,417077298,STAT5,0,M2b*,M1
417140795,417274162,STAT3_IL10,1,M2b*,M1
417140795,417274162,STAT5,0,M2b*,M1
417140795,417143090,GMCSF_e,0,M2b*,M1
417140795,417224754,STAT1,1,M2b*,M1
417140795,417274162,LPS_e,0,M2b*,M1
417140795,417274162,SOCS1,0,M2b*,M1
417140795,417274162,STAT1,1,M2b*,M1
419174454,419237951,IFNG_e,0,M1,M2b*
419174454,419237951,STAT1,0,M1,M2b*
419237951,419305526,IC_e,0,M2b*,M1
419237951,419190838,FCGR,0,M2b*,M1
419237951,419305526,SOCS1,0,M2b*,M1
419237951,419305526,STAT5,0,M2b*,M1
419237951,419256630,FCGR,0,M2b*,M1
419237951,419190838,SOCS1,0,M2b*,M1
419237951,419387702,FCGR,0,M2b*,M1
419237951,419256630,STAT1,1,M2b*,M1
419237951,419256630,STAT3_IL10,1,M2b*,M1
419237951,419305526,STAT1,1,M2b*,M1
419237951,419190838,GMCSF_e,0,M2b*,M1
419237951,419190838,IC_e,0,M2b*,M1
419237951,419321910,IC_e,0,M2b*,M1
419237951,419190838,STAT1,1,M2b*,M1
419237951,419387702,GMCSF_e,0,M2b*,M1
419237951,419387702,IC_e,0,M2b*,M1
419237951,419387702,STAT1,1,M2b*,M1
419237951,419256630,GMCSF_e,0,M2b*,M1
419237951,419256630,IC_e,0,M2b*,M1
419237951,419240246,STAT1,1,M2b*,M1
419237951,419240246,STAT3_IL10,1,M2b*,M1
419237951,419256630,STAT5,0,M2b*,M1
419237951,419321910,FCGR,0,M2b*,M1
419237951,419321910,SOCS1,0,M2b*,M1
419237951,419190838,STAT5,0,M2b*,M1
419237951,419240246,SOCS1,0,M2b*,M1
419237951,419174454,SOCS1,0,M2b*,M1
419237951,419240246,STAT5,0,M2b*,M1
419237951,419174454,GMCSF_e,0,M2b*,M1
419237951,419387702,STAT3_IL10,1,M2b*,M1
419237951,419174454,STAT5,0,M2b*,M1
419237951,419371318,STAT3_IL10,1,M2b*,M1
419237951,419174454,STAT1,1,M2b*,M1
419237951,419321910,STAT1,1,M2b*,M1
